HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
FOXO4	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-20	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-10.4	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	decreases lifespan	n/a	-10	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	-2.9	-0.9			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-10.5	0			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	12.5	n/a			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	4	n/a			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	13.1	3.7			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	-2.5	-2.7			gain of function	additional copies of a gene in the genome	neurolemma	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	-4.8	n/a			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change	n/a	9.1	n/a			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	-1.8	-6.8			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	0	3.2			gain of function	additional copies of a gene in the genome	glia	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	3.6	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change	n/a	-7.7	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change	n/a	0	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	0	7.5			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change	n/a	-2.6	-3.4			gain of function	additional copies of a gene in the genome	neurons	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	37.8	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	58.2	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	no change under stress conditions	n/a	-1.9	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	no change under stress conditions	n/a	-4.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-13	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	6.6	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	decreases lifespan	n/a	-14.6	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	male	white Dahomey	decreases lifespan	n/a	-12	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	15.5			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	21.3	12.5			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	35.9	15.8			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	33.3	12.6			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	15.4	4.4			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25.6	4.4			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	75	20			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	no change	n/a	18.75	-8.4			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	18.8	6.6			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	25	17.7			gain of function	additional copies of a gene in the genome	fat body	10.1111/j.1474-9726.2007.00290.x	n/a
FOXO4	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	10	17	n/a			loss of function	RNA interferention		10.1096/fj.04-2447fje	n/a
FOXO4	roundworm Caenorhabditis elegans	hermaphrodites	n/a	no change	n/a	0	-11.1			loss of function	RNA interferention		10.1074/jbc.M114.587170	n/a
FOXO4	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	n/a	0	-6			loss of function	gene knockout		10.1074/jbc.M111.311977	n/a
FOXO4	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-29.8	-32.4	-31.4			loss of function	RNA interferention		10.1073/pnas.0707025105	n/a
FOXO4	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-1.3	n/a	4.6			loss of function	RNA interferention		10.1371/journal.pgen.1004278	n/a
EEF1A1	fly Drosophila melanogaster	male	n/a	increases lifespan	4.5	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1073/pnas.91.10.4199	n/a
EEF1A1	fly Drosophila melanogaster	male	n/a	increases lifespan	19.8	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1073/pnas.91.10.4199	n/a
APEX1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-16.8	-17.9	-12.4			loss of function	RNA interferention		10.1111/j.1474-9726.2010.00572.x	n/a
BUB1B	mouse	all	C57BL/6 × 129/SvEv	increases lifespan	n/a	14	23		carcinogenesis,cardiovascular system,muscle,renal function	gain of function	additional copies of a gene in the genome		10.1038/ncb2643	n/a
BUB1B	mouse	male	C57BL/6 × 129/SvEv	increases lifespan	n/a	22	40.5			gain of function	additional copies of a gene in the genome		10.1038/ncb2643	n/a
BUB1B	mouse	female	C57BL/6 × 129/SvEv	increases lifespan	n/a	18.9	17.9			gain of function	additional copies of a gene in the genome		10.1038/ncb2643	n/a
PTGS2	mouse	all	n/a	decreases lifespan	n/a	n/a	n/a	senescence,muscle,eyesight,reproductive function,blood,cardiovascular system		gain of function	additional copies of a gene in the genome		10.18632/aging.101060	n/a
HDAC2	yeasts 	male	YPK4.7	increases lifespan	n/a	n/a	n/a			loss of function	gene knockout		10.1091/mbc.10.10.3125	n/a
HDAC2	fly Drosophila melanogaster	male	n/a	increases lifespan	n/a	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HDAC2	fly Drosophila melanogaster	male	n/a	increases lifespan	n/a	n/a	n/a			loss of function	gene knockout		10.1126/science.1078986	n/a
HDAC2	fly Drosophila melanogaster	female	n/a	increases lifespan	n/a	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	33	19			loss of function	gene knockout		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	14.5	3			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	52.3	22.9			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	29.8	29.6			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	35.5	31.4			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	n/a	-17.5	-11.7			gain of function	additional copies of a gene in the genome		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	23.9	25			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	13	19	14.7			loss of function	gene knockout		10.18632/aging.101744	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	31	32	12.6			loss of function	gene knockout		10.18632/aging.101744	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	60	50	69			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	10	0	2.7			loss of function	gene modification to reduce gene expression		10.18632/aging.101110	n/a
HDAC2	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	-2.9	0	-12			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC2	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	42.6	43.8	23			loss of function	gene modification to reduce gene expression		10.18632/aging.101110	n/a
HDAC2	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	40	0			loss of function	gene modification to reduce gene expression		10.1073/pnas.0403493101	n/a
HDAC2	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	48.5	30.5			loss of function	gene knockout		10.1126/science.1078986	n/a
HDAC2	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	32	17.6			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HDAC2	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	67.7	24.8			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	91	54			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	female	Canton-s w1118	increases lifespan	45	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1073/pnas.0403493101	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	13	23.7	13.2			loss of function	gene knockout		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	25.8	26.9			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	26.9	7.2			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	4.9	0			gain of function	additional copies of a gene in the genome		10.18632/aging.100806	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	42	49.9	31			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	female	y w	increases lifespan	31	32.9	32			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	37	38.5	39			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	female	y w	increases lifespan	4	5.1	14			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	51	53.1	70			loss of function	gene modification to reduce gene expression		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	female	y w	increases lifespan	52	39.7	110			loss of function	gene modification to reduce gene expression		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	37	n/a	n/a			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	36	n/a	42			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	male	y w	increases lifespan	39	n/a	30			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	female	y w	increases lifespan	22	n/a	15			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC2	fly Drosophila melanogaster	female	y w	increases lifespan	33	n/a	34			loss of function	gene knockout		10.18632/aging.100856	n/a
